"Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","market_value_2021","market_value_2022"
"Dortmund","Bundesliga","Immanuel Pherai","NED","MF","20",2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,NA,0,1,1,1,3,0,0,0,0,-0.97,0.1,0,0.1,11.78,11.26,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700000,700000
"Dortmund","Bundesliga","Marin Pongračić","CRO","DF","23",1997,17,9,827,9.2,0,0,0,0,0,0,3,0,0,0,0,0,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,545,635,85.8,10328,3608,184,198,92.9,300,337,89,52,85,61.2,0,0.1,0,1,23,1,0,31,635,622,12,10,0,3,0,1,0,0,0,0,545,1,4,3,0.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,13,4,0,6,10,60,4,11,5,6,17,34,32,2,734,78,380,352,9,0,734,9,7,77.8,2,22.2,477,2631,1182,7,3,0,5,0,511,0,17,827,49,27,9.2,9,76,5,8,18,14,2.24,19,12,7,0.76,-0.29,14.1,10.3,3.8,0.41,-0.15,0,12,0,0,0,10,0,0,0,65,10,11,47.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8500000,6000000
"Dortmund","Bundesliga","Reinier","BRA","FW,MF","19",2002,13,1,162,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,6,12,0,0,0,0,0,0.12,0,0.12,0.12,0.12,0,1,0,0,0.56,0,0,NA,9.4,0,0,0,0.21,-0.2,-0.2,62,83,74.7,876,167,29,35,82.9,19,22,86.4,6,10,60,0,0,0,0,5,0,0,6,83,81,1,0,0,0,0,1,0,0,0,0,62,1,3,3,1.67,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,4,0,1,1,1,100,0,3,0,3,0,5,0,0,99,0,10,67,25,3,99,5,5,100,0,0,57,252,98,1,3,0,2,7,74,12,13,162,12,5.3,1.8,1,66,0,12,8,17,1.77,2,6,-4,-2.22,-3.37,2.6,3.2,-0.5,-0.31,-0.87,0,2,2,0,0,3,0,0,0,14,1,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000000,8000000
"Dortmund","Bundesliga","Marco Reus","GER","MF,FW","32",1989,29,29,2503,27.8,9,13,22,9,0,0,2,0,11.5,11.5,7.9,19.5,57,119,172,0.32,0.47,0.79,0.32,0.79,0.41,0.28,0.7,0.41,0.7,9,51,22,43.1,1.83,0.79,0.18,0.41,15.8,8,0,0,0.23,-2.5,-2.5,1003,1242,80.8,13424,3446,581,675,86.1,267,327,81.7,54,79,68.4,7.9,6.2,5.1,52,80,38,3,119,1242,1172,62,39,12,4,40,4,8,4,1,0,1003,8,28,105,3.78,78,9,1,5,10,2,26,0.93,18,1,1,1,4,1,45,30,13,21,11,16,42,38.1,26,23,6,17,12,57,41,1,1579,52,195,750,641,114,1579,66,28,42.4,38,57.6,954,4878,2065,57,51,13,62,33,1171,172,29,2503,86,81.8,27.8,29,86,18,0,NA,0,2.1,73,45,28,1.01,0.2,55.5,39.8,15.7,0.56,0.23,0,22,44,10,40,30,3,0,0,112,8,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000000,11000000
"Dortmund","Bundesliga","Gio Reyna","USA","MF","18",2002,10,6,439,4.9,2,1,3,2,0,0,0,0,1.7,1.7,1.6,3.3,13,10,32,0.41,0.21,0.62,0.41,0.62,0.35,0.33,0.68,0.35,0.68,2,11,6,54.5,2.26,1.23,0.18,0.33,16.1,1,0,0,0.16,0.3,0.3,197,248,79.4,2774,689,106,122,86.9,56,64,87.5,14,26,53.8,1.6,1.2,-0.6,15,11,5,1,10,248,215,32,15,0,1,20,3,14,9,3,0,197,1,6,20,4.09,12,7,1,0,0,0,1,0.2,0,1,0,0,0,0,7,4,2,4,1,3,9,33.3,6,6,0,6,1,8,3,0,309,4,45,130,140,20,309,13,6,46.2,7,53.8,186,1034,390,13,10,6,12,13,225,32,10,439,44,14.3,4.9,6,57,1,4,24,0,1.9,12,8,4,0.82,-0.18,10.6,7,3.7,0.75,0.26,0,7,11,1,20,4,0,0,0,27,5,7,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000000,35000000
"Dortmund","Bundesliga","Tom Rothe","GER","DF","16",2004,2,1,94,1,1,0,1,1,0,0,1,0,0.2,0.2,0,0.2,1,0,10,0.96,0,0.96,0.96,0.96,0.15,0.03,0.18,0.15,0.18,1,2,1,50,1.91,0.96,0.5,1,12.9,0,0,0,0.08,0.8,0.8,40,54,74.1,574,202,23,27,85.2,16,19,84.2,1,5,20,0,0,0,1,1,0,0,0,54,43,11,2,0,0,5,9,0,0,0,0,40,0,4,1,0.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,3,6,50,3,2,0,2,2,6,3,0,71,2,20,29,22,2,71,3,1,33.3,2,66.7,38,124,51,1,2,0,0,0,40,10,2,94,47,3.1,1,1,87,0,1,7,1,1.5,6,2,4,3.83,2.95,3,2.3,0.7,0.67,0.16,0,3,1,3,5,3,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000
"Dortmund","Bundesliga","Nico Schulz","GER","DF","28",1993,16,9,836,9.3,0,2,2,0,0,0,2,0,0.2,0.2,1.1,1.3,17,52,44,0,0.22,0.22,0,0.22,0.02,0.11,0.14,0.02,0.14,0,3,2,66.7,0.32,0.22,0,0,13.8,0,0,0,0.07,-0.2,-0.2,544,655,83.1,8314,2992,278,309,90,220,264,83.3,25,41,61,1.1,0.8,0.9,7,41,10,2,52,655,548,106,6,0,1,13,100,0,0,0,0,544,1,16,15,1.61,11,2,1,0,0,1,2,0.22,2,0,0,0,0,0,21,12,9,7,5,9,21,42.9,12,8,1,7,11,32,8,0,755,14,201,394,166,18,755,16,5,31.3,11,68.8,420,1945,982,17,11,2,18,3,471,44,16,836,52,27.3,9.3,9,81,6,7,15,8,2.13,26,10,16,1.72,1.03,20.9,10.7,10.2,1.1,0.79,0,13,5,0,13,12,0,0,0,58,8,8,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000000,4000000
"Dortmund","Bundesliga","Lion Semić","GER","DF","17",2003,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,3,3,0.1,0,0,NA,0,1,3,1,3,0,0,0,0,-0.97,0,0,0,0,-0.52,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500000
"Dortmund","Bundesliga","Steffen Tigges","GER","FW,MF","23",1998,9,0,112,1.2,3,0,3,3,0,0,0,0,1.1,1.1,0.4,1.5,2,3,9,2.41,0,2.41,2.41,2.41,0.9,0.34,1.24,0.9,1.24,3,4,3,75,3.21,2.41,0.75,1,8.2,0,0,0,0.28,1.9,1.9,22,40,55,314,61,11,20,55,8,11,72.7,1,2,50,0.4,0.3,-0.4,1,3,0,0,3,40,39,1,0,0,0,1,0,0,0,0,0,22,0,2,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,1,2,3,66.7,1,3,1,2,0,4,3,0,64,3,7,32,25,10,64,0,0,NA,0,NA,29,108,28,2,0,2,7,0,40,9,9,112,12,3.7,1.2,0,NA,0,9,12,7,2,6,2,4,3.21,2.33,3.7,3,0.8,0.62,0.1,0,1,1,1,1,3,0,0,0,2,3,9,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,1500000
"Dortmund","Bundesliga","Axel Witsel","BEL","MF,DF","32",1989,29,22,1941,21.6,2,0,2,2,0,0,4,0,0.8,0.8,0.7,1.4,10,86,8,0.09,0,0.09,0.09,0.09,0.04,0.03,0.07,0.04,0.07,2,8,2,25,0.37,0.09,0.25,1,20.8,0,0,0,0.1,1.2,1.2,1217,1305,93.3,19643,5320,571,610,93.6,541,562,96.3,62,71,87.3,0.7,0.8,-0.7,6,87,4,0,86,1305,1253,52,48,1,3,0,4,0,0,0,0,1217,0,9,25,1.16,23,0,0,0,1,1,1,0.05,1,0,0,0,0,0,42,27,12,23,7,18,30,60,12,24,9,15,27,69,38,0,1491,82,423,958,116,11,1491,7,5,71.4,2,28.6,934,3991,1619,10,11,2,17,14,1049,8,29,1941,67,63.4,21.6,22,83,12,7,17,4,2.24,50,32,18,0.83,-0.37,37.8,29,8.7,0.4,-0.32,0,26,30,1,0,27,0,2,0,152,31,15,67.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000000,4000000
"Dortmund","Bundesliga","Marius Wolf","GER","DF,FW","26",1995,27,15,1321,14.7,3,1,4,3,0,0,4,0,2,2,1,2.9,37,49,112,0.2,0.07,0.27,0.2,0.27,0.13,0.07,0.2,0.13,0.2,3,20,10,50,1.36,0.68,0.15,0.3,15.8,0,0,0,0.1,1,1,554,723,76.6,8156,2551,320,361,88.6,177,228,77.6,31,59,52.5,1,1.6,0,10,32,11,1,49,723,636,83,8,1,4,25,74,1,0,0,0,554,4,25,34,2.32,24,0,2,6,2,0,5,0.34,3,0,1,0,1,0,26,10,13,9,4,12,24,50,12,14,1,13,13,39,8,0,882,17,196,424,268,55,882,31,13,41.9,18,58.1,494,2422,1160,37,27,14,16,21,613,112,27,1321,49,43.2,14.7,15,73,2,12,19,2,2,35,24,11,0.75,-0.39,30.8,18.9,12,0.82,0.52,0,17,17,4,25,10,1,0,0,64,7,14,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000000,6500000
"Dortmund","Bundesliga","Dan-Axel Zagadou","FRA","DF","22",1999,15,10,952,10.6,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,4,50,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02,0,4,1,25,0.38,0.09,0,0,9.8,0,0,0,0.06,-0.3,-0.3,802,912,87.9,14409,5235,302,333,90.7,421,455,92.5,67,101,66.3,0,0.1,0,0,37,1,0,50,912,886,24,15,0,3,1,6,0,0,0,0,802,2,4,10,0.95,8,0,0,2,0,0,1,0.09,1,0,0,0,0,0,13,7,11,1,1,7,10,70,3,14,4,10,15,28,38,2,1030,66,461,541,34,6,1030,7,5,71.4,2,28.6,672,3246,1719,4,4,0,6,5,721,2,15,952,63,31.1,10.6,10,84,8,5,22,3,1.87,29,17,12,1.13,0.24,22.3,14.7,7.6,0.72,0.29,0,12,5,0,1,7,0,1,0,84,37,13,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000000,9000000
"Eint Frankfurt","Bundesliga","Ragnar Ache","GER","MF,FW","23",1998,13,1,259,2.9,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.9,8,2,29,0,0.35,0.35,0,0.35,0.14,0.16,0.3,0.14,0.3,0,10,2,20,3.47,0.69,0,0,16.1,0,0,0,0.04,-0.4,-0.4,37,64,57.8,481,117,22,32,68.8,10,18,55.6,1,3,33.3,0.4,0.3,0.6,3,3,3,2,2,64,61,2,0,0,1,6,2,0,0,0,0,37,1,4,8,2.78,4,0,1,2,1,0,1,0.35,0,0,0,1,0,0,2,0,0,1,1,1,4,25,3,3,0,3,0,2,1,0,117,1,7,46,65,17,117,11,6,54.5,5,45.5,72,450,176,8,5,3,16,9,97,29,13,259,20,8.5,2.9,1,72,0,12,16,6,1.23,5,4,1,0.35,0.51,3.7,4.7,-1,-0.35,-0.21,0,5,8,6,6,0,0,0,0,7,18,10,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,1500000
"Eint Frankfurt","Bundesliga","Aymen Barkok","MAR","MF,DF","23",1998,5,2,160,1.8,0,0,0,0,0,0,0,0,0,0,0,0.1,3,9,3,0,0,0,0,0,0.02,0.02,0.03,0.02,0.03,0,2,1,50,1.13,0.56,0,0,30.3,0,0,0,0.01,0,0,52,70,74.3,894,438,25,29,86.2,19,25,76,7,12,58.3,0,0.1,0,1,8,1,0,9,70,59,11,0,0,2,2,9,2,1,1,0,52,0,0,3,1.69,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,3,1,2,7,28.6,5,4,1,3,5,11,6,0,103,7,25,52,30,0,103,7,4,57.1,3,42.9,52,414,176,3,5,0,5,8,52,3,5,160,32,5.2,1.8,2,51,0,3,19,4,1.2,2,5,-3,-1.69,-1.66,1.2,3.9,-2.7,-1.52,-1.44,0,4,1,0,2,2,0,0,0,11,6,3,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500000,1800000
"Eint Frankfurt","Bundesliga","Rafael Borré","COL","FW","25",1995,31,28,2378,26.4,8,4,12,8,0,0,5,0,7.5,7.5,3.5,11,43,60,168,0.3,0.15,0.45,0.3,0.45,0.29,0.13,0.42,0.29,0.42,8,53,24,45.3,2.01,0.91,0.15,0.33,14.5,0,0,0,0.14,0.5,0.5,489,694,70.5,6740,1241,292,370,78.9,146,207,70.5,20,30,66.7,3.5,2.7,0.5,29,32,23,1,60,694,644,48,1,4,1,20,7,1,0,0,0,489,2,31,66,2.5,46,0,6,8,6,0,9,0.34,6,0,2,1,0,0,31,22,4,13,14,7,33,21.2,26,24,4,20,5,36,9,0,995,10,59,476,477,104,995,56,29,51.8,27,48.2,594,2536,1015,43,28,16,95,30,724,168,31,2378,77,77.7,26.4,28,82,13,3,25,1,1.32,41,40,1,0.04,0.7,34.8,35.6,-0.8,-0.03,0.57,0,40,26,17,20,22,0,0,0,89,46,124,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000000,20000000
"Eint Frankfurt","Bundesliga","Timothy Chandler","USA","DF","31",1990,17,15,1212,13.5,0,0,0,0,0,0,4,0,0.5,0.5,0.6,1.2,16,40,63,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09,0,13,3,23.1,0.97,0.22,0,0,15.3,0,0,0,0.04,-0.5,-0.5,352,562,62.6,5961,2590,161,220,73.2,156,236,66.1,26,65,40,0.6,0.7,-0.6,10,20,7,3,40,562,420,140,3,0,4,30,136,1,1,0,0,352,2,23,19,1.41,12,3,0,2,2,0,1,0.07,0,1,0,0,0,0,18,12,10,8,0,11,24,45.8,13,10,3,7,19,37,28,1,694,39,192,287,217,26,694,8,3,37.5,5,62.5,297,1203,564,16,16,5,15,6,353,63,17,1212,71,39.6,13.5,15,80,8,2,5,14,1.41,18,21,-3,-0.22,-0.17,15.5,18.2,-2.7,-0.2,-0.07,0,17,7,4,30,12,0,0,0,56,14,22,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,1200000
"Eint Frankfurt","Bundesliga","Danny da Costa","GER","DF,MF","28",1993,11,7,725,8.1,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,12,30,29,0,0,0,0,0,0.02,0.02,0.03,0.02,0.03,0,2,0,0,0.25,0,0,NA,12.3,0,0,0,0.07,-0.1,-0.1,213,319,66.8,3932,1829,76,102,74.5,114,153,74.5,19,45,42.2,0.1,0.3,-0.1,2,12,7,3,30,319,247,71,1,0,0,22,70,0,0,0,0,213,1,10,10,1.24,8,0,1,0,1,0,0,0,0,0,0,0,0,0,15,4,6,7,2,6,18,33.3,12,14,1,13,11,26,18,1,408,28,117,176,119,9,408,11,5,45.5,6,54.5,170,904,442,12,7,5,11,2,174,29,11,725,66,23.7,8.1,7,85,4,4,33,6,1.18,14,16,-2,-0.25,-0.17,9,14.1,-5.1,-0.63,-0.62,0,8,2,0,22,4,0,1,0,48,14,6,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000000,2300000
"Eint Frankfurt","Bundesliga","Erik Durm","GER","DF","29",1992,7,7,474,5.3,0,1,1,0,0,0,1,0,0,0,0.4,0.4,14,22,20,0,0.19,0.19,0,0.19,0,0.08,0.08,0,0.08,0,1,0,0,0.19,0,0,NA,32.2,0,0,0,0.01,0,0,183,278,65.8,3324,1157,74,88,84.1,89,123,72.4,18,53,34,0.4,0.3,0.6,3,15,4,2,22,278,211,66,2,0,1,14,64,0,0,0,0,183,1,10,7,1.33,6,1,0,0,0,0,3,0.57,3,0,0,0,0,0,13,7,6,5,2,10,13,76.9,3,8,1,7,10,23,7,0,334,13,83,181,72,4,334,1,0,0,1,100,162,911,470,14,11,1,6,4,167,20,7,474,68,15.5,5.3,7,68,3,0,NA,7,1.29,3,3,0,0,0.14,4.3,5.6,-1.4,-0.26,-0.12,0,2,7,0,14,7,0,0,0,25,3,8,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500000,1200000
"Eint Frankfurt","Bundesliga","Jens Grahl","GER","GK","32",1988,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,24,29,82.8,535,380,3,3,100,19,20,95,2,6,33.3,0,0,0,0,0,0,0,0,29,18,11,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,32,32,32,0,0,0,32,0,0,NA,0,NA,17,86,40,0,0,0,0,0,14,0,1,90,90,2.9,1,1,90,1,0,NA,14,0,0,2,-2,-2,-1.94,0.5,1.1,-0.6,-0.56,-0.42,0,0,0,0,0,0,0,0,0,2,0,0,NA,2,2,4,2,50,0,0,1,0,0,0,0,0,0,NA,2,0,0,0,0,0.7,0.16,-1.3,-1.35,1,4,25,18,5,0,21.9,11,36.4,36.8,10,1,10,0,0,10.8,200000,200000
"Eint Frankfurt","Bundesliga","Makoto Hasebe","JPN","DF","37",1984,18,12,1187,13.2,0,0,0,0,0,0,1,0,0,0,0.4,0.4,10,63,2,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,810,939,86.3,15945,5349,264,289,91.3,436,477,91.4,101,154,65.6,0.4,0.4,-0.4,3,53,4,0,63,939,910,27,25,1,3,2,2,0,0,0,0,810,2,5,14,1.06,13,0,1,0,0,0,1,0.08,1,0,0,0,0,0,27,12,15,11,1,13,29,44.8,16,24,8,16,22,49,36,0,1061,90,478,566,23,0,1061,7,5,71.4,2,28.6,681,3403,2049,10,5,1,4,3,679,2,18,1187,66,38.8,13.2,12,88,10,6,22,13,1.11,14,20,-6,-0.45,-0.55,17.3,18.3,-1,-0.08,0.13,0,13,13,0,2,12,0,0,0,125,20,28,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800000,800000
"Eint Frankfurt","Bundesliga","Martin Hinteregger","AUT","DF","28",1992,27,25,2222,24.7,1,0,1,1,0,0,6,0,1.2,1.2,0.7,1.9,5,78,4,0.04,0,0.04,0.04,0.04,0.05,0.03,0.08,0.05,0.08,1,16,4,25,0.65,0.16,0.06,0.25,19.8,1,0,0,0.07,-0.2,-0.2,1079,1403,76.9,21300,9360,354,410,86.3,603,704,85.7,106,242,43.8,0.7,1,-0.7,8,74,6,0,78,1403,1333,69,54,5,11,0,14,0,0,0,0,1079,1,12,19,0.77,12,0,0,5,1,1,3,0.12,1,0,0,1,1,0,45,28,28,16,1,28,43,65.1,15,36,16,20,42,87,78,3,1678,177,878,761,46,21,1678,8,3,37.5,5,62.5,881,4473,1669,5,6,1,21,4,878,4,27,2222,82,72.6,24.7,25,88,24,2,9,2,1.22,32,37,-5,-0.2,-0.31,29.5,36.4,-6.9,-0.28,-0.44,0,28,31,0,0,28,0,1,0,199,60,55,52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000000,9000000
